10	3	4	5	6	10	7	8	9	10	25	11	12	13	10	14	15	16	10	17	18	19	10	20	21	22	10	23	24	25	10	26	27	28	
10	4	5	6	7	11	8	9	10	11	26	12	13	14	11	15	16	17	11	18	19	20	11	21	22	23	11	24	25	26	11	27	28	1	
11	5	6	7	8	10	9	10	11	12	27	13	14	15	9	16	17	18	11	19	20	21	12	22	23	24	12	25	26	27	12	28	1	2	
11	6	7	8	9	11	10	11	12	13	28	14	15	16	10	17	18	19	9	20	21	22	13	23	24	25	13	26	27	28	13	1	2	3	
11	7	8	9	10	12	11	12	13	14	9	15	16	17	25	18	19	20	10	21	22	23	11	24	25	26	14	27	28	1	14	2	3	4	
12	8	9	10	11	10	12	13	14	15	9	16	17	18	26	19	20	21	12	22	23	24	13	25	26	27	11	28	1	2	15	3	4	5	
12	9	10	11	12	11	13	14	15	16	10	17	18	19	27	20	21	22	10	23	24	25	9	26	27	28	12	1	2	3	16	4	5	6	
12	10	11	12	13	12	14	15	16	17	11	18	19	20	28	21	22	23	9	24	25	26	10	27	28	1	15	2	3	4	12	5	6	7	
13	11	12	13	14	12	15	16	17	18	10	19	20	21	9	22	23	24	25	25	26	27	13	28	1	2	10	3	4	5	11	6	7	8	
13	12	13	14	15	13	16	17	18	19	11	20	21	22	10	23	24	25	26	26	27	28	9	1	2	3	11	4	5	6	14	7	8	9	
13	13	14	15	16	14	17	18	19	20	12	21	22	23	11	24	25	26	27	27	28	1	14	2	3	4	9	5	6	7	10	8	9	10	
14	14	15	16	17	13	18	19	20	21	10	22	23	24	11	25	26	27	28	28	1	2	15	3	4	5	16	6	7	8	9	9	10	11	
14	15	16	17	18	14	19	20	21	22	11	23	24	25	12	26	27	28	13	1	2	3	16	4	5	6	25	7	8	9	11	10	11	12	
14	16	17	18	19	15	20	21	22	23	12	24	25	26	13	27	28	1	14	2	3	4	25	5	6	7	10	8	9	10	12	11	12	13	
15	17	18	19	20	13	21	22	23	24	12	25	26	27	12	28	1	2	15	3	4	5	26	6	7	8	12	9	10	11	13	12	13	14	
15	18	19	20	21	14	22	23	24	25	13	26	27	28	13	1	2	3	16	4	5	6	12	7	8	9	13	10	11	12	25	13	14	15	
15	19	20	21	22	15	23	24	25	26	14	27	28	1	14	2	3	4	13	5	6	7	14	8	9	10	14	11	12	13	15	14	15	16	
16	20	21	22	23	15	24	25	26	27	13	28	1	2	12	3	4	5	12	6	7	8	15	9	10	11	15	12	13	14	26	15	16	17	
16	21	22	23	24	16	25	26	27	28	14	1	2	3	13	4	5	6	15	7	8	9	16	10	11	12	16	13	14	15	16	16	17	18	
16	22	23	24	25	17	26	27	28	1	15	2	3	4	15	5	6	7	16	8	9	10	27	11	12	13	9	14	15	16	13	17	18	19	
17	23	24	25	26	16	27	28	1	2	15	3	4	5	16	6	7	8	11	9	10	11	28	12	13	14	13	15	16	17	15	18	19	20	
17	24	25	26	27	17	28	1	2	3	16	4	5	6	14	7	8	9	12	10	11	12	10	13	14	15	26	16	17	18	16	19	20	21	
17	25	26	27	28	18	1	2	3	4	13	5	6	7	15	8	9	10	14	11	12	13	14	14	15	16	16	17	18	19	27	20	21	22	
18	26	27	28	1	16	2	3	4	5	16	6	7	8	15	9	10	11	13	12	13	14	11	15	16	17	27	18	19	20	9	21	22	23	
18	27	28	1	2	17	3	4	5	6	14	7	8	9	16	10	11	12	14	13	14	15	12	16	17	18	15	19	20	21	28	22	23	24	
18	28	1	2	3	18	4	5	6	7	15	8	9	10	14	11	12	13	15	14	15	16	15	17	18	19	28	20	21	22	14	23	24	25	
28	1	2	3	4	18	5	6	7	8	16	9	10	11	16	12	13	14	16	15	16	17	16	18	19	20	14	21	22	23	10	24	25	26	
19	3	2	6	8	28	4	11	5	14	17	16	21	23	17	25	27	22	17	24	26	7	17	9	12	15	17	10	19	17	17	20	13	18	
19	4	3	7	9	19	5	12	6	15	25	17	22	24	18	26	28	23	18	25	27	8	18	10	13	16	18	11	20	18	18	21	14	19	
19	5	4	8	10	20	6	13	7	16	26	18	23	25	19	27	1	24	19	26	28	9	19	11	14	17	19	12	21	19	19	22	15	20	
20	6	5	9	11	19	7	14	8	17	27	19	24	26	17	28	2	25	19	27	1	10	20	12	15	18	20	13	22	20	20	23	16	21	
20	7	6	10	12	20	8	15	9	18	28	20	25	27	18	1	3	26	17	28	2	11	21	13	16	19	21	14	23	21	21	24	17	22	
20	8	7	11	13	21	9	16	10	19	17	21	26	28	25	2	4	27	18	1	3	12	19	14	17	20	22	15	24	22	22	25	18	23	
21	9	8	12	14	19	10	17	11	20	17	22	27	1	26	3	5	28	20	2	4	13	21	15	18	21	19	16	25	23	23	26	19	24	
21	10	9	13	15	20	11	18	12	21	18	23	28	2	27	4	6	1	18	3	5	14	17	16	19	22	20	17	26	24	24	27	20	25	
21	11	10	14	16	21	12	19	13	22	19	24	1	3	28	5	7	2	17	4	6	15	18	17	20	23	23	18	27	25	20	28	21	26	
22	12	11	15	17	21	13	20	14	23	18	25	2	4	17	6	8	3	25	5	7	16	21	18	21	24	18	19	28	26	19	1	22	27	
22	13	12	16	18	22	14	21	15	24	19	26	3	5	18	7	9	4	26	6	8	17	17	19	22	25	19	20	1	27	22	2	23	28	
22	14	13	17	19	23	15	22	16	25	20	27	4	6	19	8	10	5	27	7	9	18	22	20	23	26	17	21	2	28	18	3	24	1	
23	15	14	18	20	22	16	23	17	26	18	28	5	7	19	9	11	6	28	8	10	19	23	21	24	27	24	22	3	1	17	4	25	2	
23	16	15	19	21	23	17	24	18	27	19	1	6	8	20	10	12	7	21	9	11	20	24	22	25	28	25	23	4	2	19	5	26	3	
23	17	16	20	22	24	18	25	19	28	20	2	7	9	21	11	13	8	22	10	12	21	25	23	26	1	18	24	5	3	20	6	27	4	
24	18	17	21	23	22	19	26	20	1	20	3	8	10	20	12	14	9	23	11	13	22	26	24	27	2	20	25	6	4	21	7	28	5	
24	19	18	22	24	23	20	27	21	2	21	4	9	11	21	13	15	10	24	12	14	23	20	25	28	3	21	26	7	5	25	8	1	6	
24	20	19	23	25	24	21	28	22	3	22	5	10	12	22	14	16	11	21	13	15	24	22	26	1	4	22	27	8	6	23	9	2	7	
25	21	20	24	26	24	22	1	23	4	21	6	11	13	20	15	17	12	20	14	16	25	23	27	2	5	23	28	9	7	26	10	3	8	
25	22	21	25	27	25	23	2	24	5	22	7	12	14	21	16	18	13	23	15	17	26	24	28	3	6	24	1	10	8	24	11	4	9	
25	23	22	26	28	26	24	3	25	6	23	8	13	15	23	17	19	14	24	16	18	27	27	1	4	7	17	2	11	9	21	12	5	10	
26	24	23	27	1	25	25	4	26	7	23	9	14	16	24	18	20	15	19	17	19	28	28	2	5	8	21	3	12	10	23	13	6	11	
26	25	24	28	2	26	26	5	27	8	24	10	15	17	22	19	21	16	20	18	20	1	18	3	6	9	26	4	13	11	24	14	7	12	
26	26	25	1	3	27	27	6	28	9	21	11	16	18	23	20	22	17	22	19	21	2	22	4	7	10	24	5	14	12	27	15	8	13	
27	27	26	2	4	25	28	7	1	10	24	12	17	19	23	21	23	18	21	20	22	3	19	5	8	11	27	6	15	13	17	16	9	14	
27	28	27	3	5	26	1	8	2	11	22	13	18	20	24	22	24	19	22	21	23	4	20	6	9	12	23	7	16	14	28	17	10	15	
27	1	28	4	6	27	2	9	3	12	23	14	19	21	22	23	25	20	23	22	24	5	23	7	10	13	28	8	17	15	22	18	11	16	
28	2	1	5	7	27	3	10	4	13	24	15	20	22	24	24	26	21	24	23	25	6	24	8	11	14	22	9	18	16	18	19	12	17	
