10	15	16	17	18	18	19	14	20	21	16	22	23	12	24	25	13	26	27	18	1	2	16	3	4	17	5	6	15	7	8	15	9	10	17	11	12	18	13	14	
18	16	17	18	11	19	20	18	21	22	14	23	24	16	25	26	12	27	1	13	2	3	18	4	5	16	6	7	17	8	9	15	10	11	15	12	13	17	14	15	
17	17	18	19	18	20	21	12	22	23	18	24	25	10	26	27	16	1	2	12	3	4	13	5	6	10	7	8	16	9	10	17	11	12	15	13	14	15	15	16	
15	18	19	20	17	21	22	18	23	24	13	25	26	18	27	1	14	2	3	10	4	5	12	6	7	13	8	9	18	10	11	16	12	13	17	14	15	15	16	17	
15	19	20	21	15	22	23	17	24	25	18	26	27	14	1	2	18	3	4	14	5	6	16	7	8	12	9	10	13	11	12	18	13	14	16	15	16	17	17	18	
17	20	21	22	15	23	24	15	25	26	17	27	1	18	2	3	15	4	5	18	6	7	14	8	9	16	10	11	12	12	13	13	14	15	18	16	17	16	18	19	
16	21	22	23	17	24	25	15	26	27	15	1	2	17	3	4	18	5	6	16	7	8	18	9	10	14	11	12	16	13	14	12	15	16	13	17	18	18	19	20	
18	22	23	24	16	25	26	17	27	1	15	2	3	15	4	5	17	6	7	18	8	9	17	10	11	10	12	13	14	14	15	16	16	17	10	18	19	10	20	21	
13	23	24	25	18	26	27	16	1	2	17	3	4	15	5	6	10	7	8	17	9	10	18	11	12	18	13	14	18	15	16	14	17	18	16	19	20	12	21	22	
12	24	25	26	13	27	1	18	2	3	16	4	5	17	6	7	10	8	9	15	10	11	10	12	13	10	14	15	10	16	17	18	18	19	14	20	21	16	22	23	
16	25	26	27	12	1	2	13	3	4	18	5	6	16	7	8	17	9	10	15	11	12	15	13	14	17	15	16	18	17	18	11	19	20	18	21	22	14	23	24	
14	26	27	1	16	2	3	10	4	5	10	6	7	18	8	9	16	10	11	17	12	13	15	14	15	15	16	17	17	18	19	18	20	21	12	22	23	18	24	25	
18	27	1	2	14	3	4	16	5	6	12	7	8	13	9	10	18	11	12	10	13	14	10	15	16	15	17	18	15	19	20	17	21	22	18	23	24	13	25	26	
19	1	3	5	20	7	9	21	11	13	22	15	17	23	19	21	24	23	25	25	27	2	26	4	6	27	8	10	19	12	14	20	16	18	21	20	22	22	24	26	
19	2	4	6	23	8	10	26	12	14	19	16	18	25	20	22	19	24	26	21	1	3	23	5	7	22	9	11	20	13	15	21	17	19	20	21	23	20	25	27	
20	3	5	7	20	9	11	23	13	15	26	17	19	22	21	23	25	25	27	24	2	4	21	6	8	23	10	12	22	14	16	19	18	20	19	22	24	20	26	1	
20	4	6	8	19	10	12	21	14	16	23	18	20	26	22	24	22	26	1	19	3	5	24	7	9	21	11	13	23	15	17	22	19	21	20	23	25	21	27	2	
21	5	7	9	19	11	13	20	15	17	22	19	21	19	23	25	26	27	2	22	4	6	25	8	10	24	12	14	21	16	18	23	20	22	22	24	26	20	1	3	
20	6	8	10	21	12	14	20	16	18	20	20	22	23	24	26	23	1	3	26	5	7	22	9	11	25	13	15	24	17	19	21	21	23	23	25	27	19	2	4	
22	7	9	11	19	13	15	19	17	19	20	21	23	20	25	27	24	2	4	23	6	8	19	10	12	22	14	16	25	18	20	24	22	24	19	26	1	23	3	5	
23	8	10	12	22	14	16	20	18	20	21	22	24	20	26	1	20	3	5	25	7	9	23	11	13	26	15	17	22	19	21	25	23	25	24	27	2	21	4	6	
21	9	11	13	23	15	17	22	19	21	20	23	25	21	27	2	20	4	6	20	8	10	26	12	14	23	16	18	26	20	22	22	24	26	25	1	3	24	5	7	
24	10	12	14	21	16	18	23	20	22	19	24	26	20	1	3	21	5	7	20	9	11	20	13	15	27	17	19	23	21	23	26	25	27	22	2	4	25	6	8	
25	11	13	15	24	17	19	19	21	23	23	25	27	22	2	4	20	6	8	21	10	12	20	14	16	20	18	20	19	22	24	23	26	1	26	3	5	19	7	9	
22	12	14	16	25	18	20	24	22	24	21	26	1	19	3	5	22	7	9	20	11	13	21	15	17	20	19	21	20	23	25	20	27	2	23	4	6	26	8	10	
26	13	15	17	22	19	21	25	23	25	24	27	2	21	4	6	23	8	10	22	12	14	20	16	18	21	20	22	20	24	26	19	1	3	21	5	7	23	9	11	
23	14	16	18	26	20	22	22	24	26	25	1	3	24	5	7	21	9	11	23	13	15	22	17	19	20	21	23	21	25	27	19	2	4	20	6	8	22	10	12	
19	15	17	19	27	21	23	23	25	27	25	2	4	21	6	8	22	10	12	27	14	16	25	18	20	26	22	24	24	26	1	24	3	5	26	7	9	27	11	13	
27	16	18	20	20	22	24	27	26	1	23	3	5	25	7	9	21	11	13	22	15	17	27	19	21	25	23	25	26	27	2	24	4	6	24	8	10	26	12	14	
26	17	19	21	27	23	25	21	27	2	27	4	6	19	8	10	25	12	14	21	16	18	22	20	22	19	24	26	25	1	3	26	5	7	24	9	11	24	13	15	
24	18	20	22	26	24	26	27	1	3	22	5	7	27	9	11	23	13	15	19	17	19	21	21	23	22	25	27	27	2	4	25	6	8	26	10	12	24	14	16	
24	19	21	23	24	25	27	26	2	4	27	6	8	23	10	12	27	14	16	23	18	20	25	22	24	21	26	1	22	3	5	27	7	9	25	11	13	26	15	17	
26	20	22	24	24	26	1	24	3	5	26	7	9	27	11	13	24	15	17	27	19	21	23	23	25	25	27	2	21	4	6	22	8	10	27	12	14	25	16	18	
25	21	23	25	26	27	2	24	4	6	24	8	10	26	12	14	27	16	18	25	20	22	27	24	26	23	1	3	25	5	7	21	9	11	22	13	15	27	17	19	
27	22	24	26	25	1	3	26	5	7	24	9	11	24	13	15	26	17	19	27	21	23	26	25	27	19	2	4	23	6	8	25	10	12	19	14	16	19	18	20	
22	23	25	27	27	2	4	25	6	8	26	10	12	24	14	16	19	18	20	26	22	24	27	26	1	27	3	5	27	7	9	23	11	13	25	15	17	21	19	21	
21	24	26	1	22	3	5	27	7	9	25	11	13	26	15	17	19	19	21	24	23	25	19	27	2	19	4	6	19	8	10	27	12	14	23	16	18	25	20	22	
25	25	27	2	21	4	6	22	8	10	27	12	14	25	16	18	26	20	22	24	24	26	24	1	3	26	5	7	27	9	11	20	13	15	27	17	19	23	21	23	
23	26	1	3	25	5	7	19	9	11	19	13	15	27	17	19	25	21	23	26	25	27	24	2	4	24	6	8	26	10	12	27	14	16	21	18	20	27	22	24	
27	27	2	4	23	6	8	25	10	12	21	14	16	22	18	20	27	22	24	19	26	1	19	3	5	24	7	9	24	11	13	26	15	17	27	19	21	22	23	25	
