19	14	13	17	21	19	15	22	16	2	6	8	18	10	7	9	20	16	18	20	15	1	3	5	17	21	4	
20	15	14	18	15	20	16	1	17	3	7	9	19	11	8	10	21	17	19	21	16	2	4	6	18	22	5	
21	16	15	19	16	21	17	2	18	4	8	10	20	12	9	11	15	18	20	22	17	3	5	7	19	1	6	
15	17	16	20	18	22	18	3	21	5	9	11	17	13	10	12	20	19	21	1	16	4	6	8	19	2	7	
16	18	17	21	19	1	19	4	15	6	10	12	18	14	11	13	21	20	22	2	17	5	7	9	20	3	8	
17	19	18	22	20	2	20	5	16	7	11	13	19	15	12	14	15	21	1	3	18	6	8	10	21	4	9	
18	20	19	1	21	3	21	6	17	8	12	14	20	16	13	15	16	22	2	4	19	7	9	11	15	5	10	
19	21	20	2	15	4	22	7	18	9	13	15	21	17	14	16	17	1	3	5	20	8	10	12	16	6	11	
20	22	21	3	16	5	1	8	19	10	14	16	15	18	15	17	18	2	4	6	21	9	11	13	17	7	12	
21	1	22	4	17	6	2	9	20	11	15	17	16	19	16	18	19	3	5	7	15	10	12	14	18	8	13	
15	2	1	5	15	7	3	10	15	12	16	18	15	20	17	19	15	4	6	8	15	11	13	15	15	9	14	
