20	16	10	13	13	4	17	22	10	6	2	9	15	21	20	8	6	5	8	24	12	4	16	20	18	12	22	11	18	23	1	23	4	8	14
16	9	14	14	3	17	21	9	5	2	10	16	22	19	7	5	6	7	23	11	3	15	19	17	11	22	12	17	24	1	24	3	7	13	19
15	10	13	13	4	18	22	10	6	1	9	15	21	20	8	6	5	8	24	12	4	16	20	18	12	21	11	18	23	2	23	4	8	14	20
9	14	14	3	17	21	10	5	2	10	16	21	19	7	5	6	7	23	11	3	15	19	17	11	22	12	17	24	1	24	3	8	13	19	16
10	13	13	4	18	22	9	6	1	9	15	22	20	8	6	5	8	24	12	4	16	20	18	12	21	11	18	23	2	23	4	7	14	20	15
14	14	3	17	21	9	5	2	10	16	22	20	7	5	6	7	23	11	4	15	19	17	11	22	12	17	24	1	24	3	8	13	19	15	9
13	13	4	18	22	10	6	1	9	15	21	19	8	6	5	8	24	12	3	16	20	18	12	21	11	18	23	2	23	4	7	14	20	16	10
14	3	18	22	10	5	2	10	16	21	20	7	5	6	7	23	11	3	15	19	17	11	21	12	17	24	1	24	3	8	13	19	15	9	14
13	4	17	21	9	6	1	9	15	22	19	8	6	5	8	24	12	4	16	20	18	12	22	11	18	23	2	23	4	7	14	20	16	10	13
3	18	22	10	5	2	10	16	21	20	7	5	6	8	23	11	3	15	19	17	11	21	12	17	24	1	24	3	8	13	19	15	9	14	14
4	17	21	9	6	1	9	15	22	19	8	6	5	7	24	12	4	16	20	18	12	22	11	18	23	2	23	4	7	14	20	16	10	13	13
18	22	10	5	2	10	16	21	20	7	5	6	7	23	11	3	15	19	17	11	22	12	17	24	1	24	3	8	13	19	15	9	14	14	3
17	21	9	6	1	9	15	22	19	8	6	5	8	24	12	4	16	20	18	12	21	11	18	23	2	23	4	7	14	20	16	10	13	13	4
22	10	5	2	10	15	21	20	7	5	6	8	23	11	3	15	19	17	11	22	12	17	24	1	24	4	8	13	19	15	9	14	14	3	18
21	9	6	1	9	16	22	19	8	6	5	7	24	12	4	16	20	18	12	21	11	18	23	2	23	3	7	14	20	16	10	13	13	4	17
10	5	2	10	16	21	19	7	5	6	8	23	11	3	16	19	17	11	22	12	17	24	1	24	3	8	13	19	16	9	14	14	3	18	22
9	6	1	9	15	22	20	8	6	5	7	24	12	4	15	20	18	12	21	11	18	23	2	23	4	7	14	20	15	10	13	13	4	17	21
5	2	10	15	22	20	8	5	6	8	23	11	3	16	19	17	11	22	12	17	24	1	24	4	8	13	19	15	9	14	14	3	17	22	9
6	1	9	16	21	19	7	6	5	7	24	12	4	15	20	18	12	21	11	18	23	2	23	3	7	14	20	16	10	13	13	4	18	21	10
2	10	15	22	20	7	5	6	8	24	11	4	16	19	17	11	22	12	17	24	1	24	4	8	13	19	15	9	14	14	3	18	21	10	5
1	9	16	21	19	8	6	5	7	23	12	3	15	20	18	12	21	11	18	23	2	23	3	7	14	20	16	10	13	13	4	17	22	9	6
10	15	22	19	7	5	6	8	24	11	3	16	19	17	11	22	12	17	24	2	24	4	8	13	19	16	9	14	14	3	18	22	10	5	1
9	16	21	20	8	6	5	7	23	12	4	15	20	18	12	21	11	18	23	1	23	3	7	14	20	15	10	13	13	4	17	21	9	6	2
16	22	20	7	5	6	8	23	11	4	16	20	17	11	22	12	17	24	2	24	4	8	13	19	15	9	14	14	3	18	21	10	5	1	10
15	21	19	8	6	5	7	24	12	3	15	19	18	12	21	11	18	23	1	23	3	7	14	20	16	10	13	13	4	17	22	9	6	2	9
22	20	7	5	6	8	23	11	4	16	20	17	11	22	12	17	24	2	24	4	8	13	19	15	9	14	14	3	18	21	10	5	1	10	16
21	19	8	6	5	7	24	12	3	15	19	18	12	21	11	18	23	1	23	3	7	14	20	16	10	13	13	4	17	22	9	6	2	9	15
20	7	5	6	8	23	11	4	16	20	17	11	22	12	17	24	1	24	4	8	13	19	15	9	14	14	3	18	21	10	5	2	10	16	22
19	8	6	5	7	24	12	3	15	19	18	12	21	11	18	23	2	23	3	7	14	20	16	10	13	13	4	17	22	9	6	1	9	15	21
7	5	6	8	24	11	4	16	20	17	11	21	12	17	24	1	24	4	8	13	19	15	9	14	14	4	18	21	10	6	2	10	15	22	20
8	6	5	7	23	12	3	15	19	18	12	22	11	18	23	2	23	3	7	14	20	16	10	13	13	3	17	22	9	5	1	9	16	21	19
5	6	8	23	11	4	16	20	17	11	22	12	18	24	2	24	3	8	13	19	15	10	13	14	3	18	21	10	6	1	10	16	21	20	7
6	5	7	24	12	3	15	19	18	12	21	11	17	23	1	23	4	7	14	20	16	9	14	13	4	17	22	9	5	2	9	15	22	19	8
6	8	24	12	4	16	19	17	12	21	12	17	23	2	24	4	8	13	19	15	9	14	13	4	18	22	10	6	1	10	15	22	20	7	5
5	7	23	11	3	15	20	18	11	22	11	18	24	1	23	3	7	14	20	16	10	13	14	3	17	21	9	5	2	9	16	21	19	8	6
8	23	12	4	16	20	18	11	21	12	18	24	2	24	3	8	13	19	15	9	13	14	4	18	22	10	6	1	10	16	21	20	7	5	6
7	24	11	3	15	19	17	12	22	11	17	23	1	23	4	7	14	20	16	10	14	13	3	17	21	9	5	2	9	15	22	19	8	6	5
23	12	4	16	20	17	12	21	12	17	23	2	24	4	8	14	19	15	9	14	13	4	18	22	9	6	1	10	16	22	20	8	5	6	8
24	11	3	15	19	18	11	22	11	18	24	1	23	3	7	13	20	16	10	13	14	3	17	21	10	5	2	9	15	21	19	7	6	5	7
11	4	16	19	17	11	21	12	17	24	1	24	4	8	14	19	15	10	14	14	4	18	21	9	6	2	10	15	22	20	8	5	6	8	24
12	3	15	20	18	12	22	11	18	23	2	23	3	7	13	20	16	9	13	13	3	17	22	10	5	1	9	16	21	19	7	6	5	7	23
4	16	20	17	11	21	12	17	24	2	24	4	8	14	19	15	10	14	14	4	18	21	9	6	1	10	16	22	20	8	5	6	8	23	12
3	15	19	18	12	22	11	18	23	1	23	3	7	13	20	16	9	13	13	3	17	22	10	5	2	9	15	21	19	7	6	5	7	24	11
