23	7	9	8	27	12	14	10	27	17	11	20	21	22	24	29	27	1	3	5	27	30	2	22	4	13	27	15	18	27	21	16	30	26	23	27	27	19	27	28	25	
23	8	10	9	28	13	15	11	28	18	12	21	22	23	25	30	28	2	4	6	28	1	3	30	5	14	28	16	19	28	22	17	21	27	24	28	28	20	28	29	26	
23	9	11	10	29	14	16	12	29	19	13	22	30	24	26	1	29	3	5	7	29	2	4	21	6	15	29	17	20	29	23	18	22	28	25	29	29	21	29	30	27	
30	10	12	11	30	15	17	13	30	20	14	23	23	25	27	2	30	4	6	8	30	3	5	22	7	16	30	18	21	30	24	19	22	29	26	30	30	22	30	1	28	
24	11	13	12	22	16	18	14	23	21	15	24	24	26	28	3	24	5	7	9	25	4	6	23	8	17	26	19	22	27	25	20	27	30	27	28	1	23	29	2	29	
24	12	14	13	23	17	19	15	24	22	16	25	25	27	29	4	25	6	8	10	26	5	7	24	9	18	27	20	23	28	26	21	28	1	28	29	2	24	30	3	30	
24	13	15	14	24	18	20	16	25	23	17	26	26	28	30	5	26	7	9	11	27	6	8	27	10	19	28	21	24	29	27	22	23	2	29	30	3	25	21	4	1	
25	14	16	15	25	19	21	17	26	24	18	27	24	29	1	6	27	8	10	12	28	7	9	28	11	20	29	22	25	30	28	23	23	3	30	21	4	26	22	5	2	
25	15	17	16	26	20	22	18	27	25	19	28	25	30	2	7	28	9	11	13	29	8	10	29	12	21	30	23	26	21	29	24	24	4	1	22	5	27	23	6	3	
25	16	18	17	27	21	23	19	28	26	20	29	26	1	3	8	29	10	12	14	30	9	11	23	13	22	21	24	27	22	30	25	29	5	2	23	6	28	24	7	4	
26	17	19	18	28	22	24	20	29	27	21	30	24	2	4	9	30	11	13	15	21	10	12	24	14	23	22	25	28	23	1	26	30	6	3	24	7	29	25	8	5	
26	18	20	19	29	23	25	21	30	28	22	1	25	3	5	10	21	12	14	16	22	11	13	30	15	24	23	26	29	24	2	27	23	7	4	25	8	30	26	9	6	
26	19	21	20	30	24	26	22	21	29	23	2	30	4	6	11	22	13	15	17	23	12	14	23	16	25	24	27	30	25	3	28	24	8	5	26	9	1	27	10	7	
30	20	22	21	21	25	27	23	22	30	24	3	26	5	7	12	23	14	16	18	24	13	15	24	17	26	25	28	1	26	4	29	24	9	6	27	10	2	28	11	8	
27	21	23	22	23	26	28	24	22	1	25	4	27	6	8	13	27	15	17	19	29	14	16	25	18	27	28	29	2	24	5	30	27	10	7	26	11	3	25	12	9	
27	22	24	23	24	27	29	25	23	2	26	5	28	7	9	14	28	16	18	20	30	15	17	26	19	28	29	30	3	25	6	1	28	11	8	27	12	4	26	13	10	
27	23	25	24	25	28	30	26	24	3	27	6	29	8	10	15	29	17	19	21	21	16	18	27	20	29	30	1	4	26	7	2	25	12	9	28	13	5	27	14	11	
28	24	26	25	26	29	1	27	25	4	28	7	27	9	11	16	30	18	20	22	22	17	19	28	21	30	21	2	5	27	8	3	25	13	10	29	14	6	28	15	12	
28	25	27	26	27	30	2	28	26	5	29	8	28	10	12	17	21	19	21	23	23	18	20	29	22	1	22	3	6	28	9	4	26	14	11	30	15	7	29	16	13	
28	26	28	27	28	1	3	29	27	6	30	9	29	11	13	18	22	20	22	24	24	19	21	25	23	2	23	4	7	29	10	5	29	15	12	21	16	8	30	17	14	
29	27	29	28	29	2	4	30	28	7	1	10	27	12	14	19	23	21	23	25	25	20	22	26	24	3	24	5	8	30	11	6	30	16	13	22	17	9	21	18	15	
29	28	30	29	30	3	5	1	29	8	2	11	28	13	15	20	24	22	24	26	26	21	23	30	25	4	25	6	9	21	12	7	25	17	14	23	18	10	22	19	16	
29	29	1	30	21	4	6	2	30	9	3	12	30	14	16	21	25	23	25	27	27	22	24	25	26	5	26	7	10	22	13	8	26	18	15	24	19	11	23	20	17	
30	30	2	1	22	5	7	3	21	10	4	13	29	15	17	22	26	24	26	28	28	23	25	26	27	6	27	8	11	23	14	9	26	19	16	25	20	12	24	21	18	
