34	29	26	24	9	25	28	10	27	31	11	12	1	12	11	31	27	10	28	25	9	24	26	29	34	32	33	8	30	7	6	5	4	3	2	2	3	4	5	6	7	30	8	33	32	
32	34	29	26	24	9	25	28	10	27	31	11	12	1	12	11	31	27	10	28	25	9	24	26	29	34	32	33	8	30	7	6	5	4	3	2	2	3	4	5	6	7	30	8	33	
33	32	34	29	26	24	9	25	28	10	27	31	11	12	1	12	11	31	27	10	28	25	9	24	26	29	34	32	33	8	30	7	6	5	4	3	2	2	3	4	5	6	7	30	8	
8	33	32	34	29	26	24	9	25	28	10	27	31	11	12	1	12	11	31	27	10	28	25	9	24	26	29	34	32	33	8	30	7	6	5	4	3	2	2	3	4	5	6	7	30	
30	8	33	32	34	29	26	24	9	25	28	10	27	31	11	12	1	12	11	31	27	10	28	25	9	24	26	29	34	32	33	8	30	7	6	5	4	3	2	2	3	4	5	6	7	
7	30	8	33	32	34	29	26	24	9	25	28	10	27	31	11	12	1	12	11	31	27	10	28	25	9	24	26	29	34	32	33	8	30	7	6	5	4	3	2	2	3	4	5	6	
6	7	30	8	33	32	34	29	26	24	9	25	28	10	27	31	11	12	1	12	11	31	27	10	28	25	9	24	26	29	34	32	33	8	30	7	6	5	4	3	2	2	3	4	5	
5	6	7	30	8	33	32	34	29	26	24	9	25	28	10	27	31	11	12	1	12	11	31	27	10	28	25	9	24	26	29	34	32	33	8	30	7	6	5	4	3	2	2	3	4	
4	5	6	7	30	8	33	32	34	29	26	24	9	25	28	10	27	31	11	12	1	12	11	31	27	10	28	25	9	24	26	29	34	32	33	8	30	7	6	5	4	3	2	2	3	
3	4	5	6	7	30	8	33	32	34	29	26	24	9	25	28	10	27	31	11	12	1	12	11	31	27	10	28	25	9	24	26	29	34	32	33	8	30	7	6	5	4	3	2	2	
2	3	4	5	6	7	30	8	33	32	34	29	26	24	9	25	28	10	27	31	11	12	1	12	11	31	27	10	28	25	9	24	26	29	34	32	33	8	30	7	6	5	4	3	2	
2	2	3	4	5	6	7	30	8	33	32	34	29	26	24	9	25	28	10	27	31	11	12	1	12	11	31	27	10	28	25	9	24	26	29	34	32	33	8	30	7	6	5	4	3	
3	2	2	3	4	5	6	7	30	8	33	32	34	29	26	24	9	25	28	10	27	31	11	12	1	12	11	31	27	10	28	25	9	24	26	29	34	32	33	8	30	7	6	5	4	
4	3	2	2	3	4	5	6	7	30	8	33	32	34	29	26	24	9	25	28	10	27	31	11	12	1	12	11	31	27	10	28	25	9	24	26	29	34	32	33	8	30	7	6	5	
5	4	3	2	2	3	4	5	6	7	30	8	33	32	34	29	26	24	9	25	28	10	27	31	11	12	1	12	11	31	27	10	28	25	9	24	26	29	34	32	33	8	30	7	6	
6	5	4	3	2	2	3	4	5	6	7	30	8	33	32	34	29	26	24	9	25	28	10	27	31	11	12	1	12	11	31	27	10	28	25	9	24	26	29	34	32	33	8	30	7	
7	6	5	4	3	2	2	3	4	5	6	7	30	8	33	32	34	29	26	24	9	25	28	10	27	31	11	12	1	12	11	31	27	10	28	25	9	24	26	29	34	32	33	8	30	
30	7	6	5	4	3	2	2	3	4	5	6	7	30	8	33	32	34	29	26	24	9	25	28	10	27	31	11	12	1	12	11	31	27	10	28	25	9	24	26	29	34	32	33	8	
8	30	7	6	5	4	3	2	2	3	4	5	6	7	30	8	33	32	34	29	26	24	9	25	28	10	27	31	11	12	1	12	11	31	27	10	28	25	9	24	26	29	34	32	33	
33	8	30	7	6	5	4	3	2	2	3	4	5	6	7	30	8	33	32	34	29	26	24	9	25	28	10	27	31	11	12	1	12	11	31	27	10	28	25	9	24	26	29	34	32	
32	33	8	30	7	6	5	4	3	2	2	3	4	5	6	7	30	8	33	32	34	29	26	24	9	25	28	10	27	31	11	12	1	12	11	31	27	10	28	25	9	24	26	29	34	
34	32	33	8	30	7	6	5	4	3	2	2	3	4	5	6	7	30	8	33	32	34	29	26	24	9	25	28	10	27	31	11	12	1	12	11	31	27	10	28	25	9	24	26	29	
29	34	32	33	8	30	7	6	5	4	3	2	2	3	4	5	6	7	30	8	33	32	34	29	26	24	9	25	28	10	27	31	11	12	1	12	11	31	27	10	28	25	9	24	26	
26	29	34	32	33	8	30	7	6	5	4	3	2	2	3	4	5	6	7	30	8	33	32	34	29	26	24	9	25	28	10	27	31	11	12	1	12	11	31	27	10	28	25	9	24	
24	26	29	34	32	33	8	30	7	6	5	4	3	2	2	3	4	5	6	7	30	8	33	32	34	29	26	24	9	25	28	10	27	31	11	12	1	12	11	31	27	10	28	25	9	
9	24	26	29	34	32	33	8	30	7	6	5	4	3	2	2	3	4	5	6	7	30	8	33	32	34	29	26	24	9	25	28	10	27	31	11	12	1	12	11	31	27	10	28	25	
25	9	24	26	29	34	32	33	8	30	7	6	5	4	3	2	2	3	4	5	6	7	30	8	33	32	34	29	26	24	9	25	28	10	27	31	11	12	1	12	11	31	27	10	28	
28	25	9	24	26	29	34	32	33	8	30	7	6	5	4	3	2	2	3	4	5	6	7	30	8	33	32	34	29	26	24	9	25	28	10	27	31	11	12	1	12	11	31	27	10	
10	28	25	9	24	26	29	34	32	33	8	30	7	6	5	4	3	2	2	3	4	5	6	7	30	8	33	32	34	29	26	24	9	25	28	10	27	31	11	12	1	12	11	31	27	
27	10	28	25	9	24	26	29	34	32	33	8	30	7	6	5	4	3	2	2	3	4	5	6	7	30	8	33	32	34	29	26	24	9	25	28	10	27	31	11	12	1	12	11	31	
31	27	10	28	25	9	24	26	29	34	32	33	8	30	7	6	5	4	3	2	2	3	4	5	6	7	30	8	33	32	34	29	26	24	9	25	28	10	27	31	11	12	1	12	11	
11	31	27	10	28	25	9	24	26	29	34	32	33	8	30	7	6	5	4	3	2	2	3	4	5	6	7	30	8	33	32	34	29	26	24	9	25	28	10	27	31	11	12	1	12	
12	11	31	27	10	28	25	9	24	26	29	34	32	33	8	30	7	6	5	4	3	2	2	3	4	5	6	7	30	8	33	32	34	29	26	24	9	25	28	10	27	31	11	12	1	
1	23	8	22	21	20	19	18	17	7	16	6	11	15	5	14	4	13	3	9	10	2	12	12	2	10	9	3	13	4	14	5	15	11	6	16	7	17	18	19	20	21	22	8	23	
23	1	23	8	22	21	20	19	18	17	7	16	6	11	15	5	14	4	13	3	9	10	2	12	12	2	10	9	3	13	4	14	5	15	11	6	16	7	17	18	19	20	21	22	8	
8	23	1	23	8	22	21	20	19	18	17	7	16	6	11	15	5	14	4	13	3	9	10	2	12	12	2	10	9	3	13	4	14	5	15	11	6	16	7	17	18	19	20	21	22	
22	8	23	1	23	8	22	21	20	19	18	17	7	16	6	11	15	5	14	4	13	3	9	10	2	12	12	2	10	9	3	13	4	14	5	15	11	6	16	7	17	18	19	20	21	
21	22	8	23	1	23	8	22	21	20	19	18	17	7	16	6	11	15	5	14	4	13	3	9	10	2	12	12	2	10	9	3	13	4	14	5	15	11	6	16	7	17	18	19	20	
20	21	22	8	23	1	23	8	22	21	20	19	18	17	7	16	6	11	15	5	14	4	13	3	9	10	2	12	12	2	10	9	3	13	4	14	5	15	11	6	16	7	17	18	19	
19	20	21	22	8	23	1	23	8	22	21	20	19	18	17	7	16	6	11	15	5	14	4	13	3	9	10	2	12	12	2	10	9	3	13	4	14	5	15	11	6	16	7	17	18	
18	19	20	21	22	8	23	1	23	8	22	21	20	19	18	17	7	16	6	11	15	5	14	4	13	3	9	10	2	12	12	2	10	9	3	13	4	14	5	15	11	6	16	7	17	
17	18	19	20	21	22	8	23	1	23	8	22	21	20	19	18	17	7	16	6	11	15	5	14	4	13	3	9	10	2	12	12	2	10	9	3	13	4	14	5	15	11	6	16	7	
7	17	18	19	20	21	22	8	23	1	23	8	22	21	20	19	18	17	7	16	6	11	15	5	14	4	13	3	9	10	2	12	12	2	10	9	3	13	4	14	5	15	11	6	16	
16	7	17	18	19	20	21	22	8	23	1	23	8	22	21	20	19	18	17	7	16	6	11	15	5	14	4	13	3	9	10	2	12	12	2	10	9	3	13	4	14	5	15	11	6	
6	16	7	17	18	19	20	21	22	8	23	1	23	8	22	21	20	19	18	17	7	16	6	11	15	5	14	4	13	3	9	10	2	12	12	2	10	9	3	13	4	14	5	15	11	
11	6	16	7	17	18	19	20	21	22	8	23	1	23	8	22	21	20	19	18	17	7	16	6	11	15	5	14	4	13	3	9	10	2	12	12	2	10	9	3	13	4	14	5	15	
15	11	6	16	7	17	18	19	20	21	22	8	23	1	23	8	22	21	20	19	18	17	7	16	6	11	15	5	14	4	13	3	9	10	2	12	12	2	10	9	3	13	4	14	5	
5	15	11	6	16	7	17	18	19	20	21	22	8	23	1	23	8	22	21	20	19	18	17	7	16	6	11	15	5	14	4	13	3	9	10	2	12	12	2	10	9	3	13	4	14	
14	5	15	11	6	16	7	17	18	19	20	21	22	8	23	1	23	8	22	21	20	19	18	17	7	16	6	11	15	5	14	4	13	3	9	10	2	12	12	2	10	9	3	13	4	
4	14	5	15	11	6	16	7	17	18	19	20	21	22	8	23	1	23	8	22	21	20	19	18	17	7	16	6	11	15	5	14	4	13	3	9	10	2	12	12	2	10	9	3	13	
13	4	14	5	15	11	6	16	7	17	18	19	20	21	22	8	23	1	23	8	22	21	20	19	18	17	7	16	6	11	15	5	14	4	13	3	9	10	2	12	12	2	10	9	3	
3	13	4	14	5	15	11	6	16	7	17	18	19	20	21	22	8	23	1	23	8	22	21	20	19	18	17	7	16	6	11	15	5	14	4	13	3	9	10	2	12	12	2	10	9	
9	3	13	4	14	5	15	11	6	16	7	17	18	19	20	21	22	8	23	1	23	8	22	21	20	19	18	17	7	16	6	11	15	5	14	4	13	3	9	10	2	12	12	2	10	
10	9	3	13	4	14	5	15	11	6	16	7	17	18	19	20	21	22	8	23	1	23	8	22	21	20	19	18	17	7	16	6	11	15	5	14	4	13	3	9	10	2	12	12	2	
2	10	9	3	13	4	14	5	15	11	6	16	7	17	18	19	20	21	22	8	23	1	23	8	22	21	20	19	18	17	7	16	6	11	15	5	14	4	13	3	9	10	2	12	12	
12	2	10	9	3	13	4	14	5	15	11	6	16	7	17	18	19	20	21	22	8	23	1	23	8	22	21	20	19	18	17	7	16	6	11	15	5	14	4	13	3	9	10	2	12	
12	12	2	10	9	3	13	4	14	5	15	11	6	16	7	17	18	19	20	21	22	8	23	1	23	8	22	21	20	19	18	17	7	16	6	11	15	5	14	4	13	3	9	10	2	
2	12	12	2	10	9	3	13	4	14	5	15	11	6	16	7	17	18	19	20	21	22	8	23	1	23	8	22	21	20	19	18	17	7	16	6	11	15	5	14	4	13	3	9	10	
10	2	12	12	2	10	9	3	13	4	14	5	15	11	6	16	7	17	18	19	20	21	22	8	23	1	23	8	22	21	20	19	18	17	7	16	6	11	15	5	14	4	13	3	9	
9	10	2	12	12	2	10	9	3	13	4	14	5	15	11	6	16	7	17	18	19	20	21	22	8	23	1	23	8	22	21	20	19	18	17	7	16	6	11	15	5	14	4	13	3	
3	9	10	2	12	12	2	10	9	3	13	4	14	5	15	11	6	16	7	17	18	19	20	21	22	8	23	1	23	8	22	21	20	19	18	17	7	16	6	11	15	5	14	4	13	
13	3	9	10	2	12	12	2	10	9	3	13	4	14	5	15	11	6	16	7	17	18	19	20	21	22	8	23	1	23	8	22	21	20	19	18	17	7	16	6	11	15	5	14	4	
4	13	3	9	10	2	12	12	2	10	9	3	13	4	14	5	15	11	6	16	7	17	18	19	20	21	22	8	23	1	23	8	22	21	20	19	18	17	7	16	6	11	15	5	14	
14	4	13	3	9	10	2	12	12	2	10	9	3	13	4	14	5	15	11	6	16	7	17	18	19	20	21	22	8	23	1	23	8	22	21	20	19	18	17	7	16	6	11	15	5	
5	14	4	13	3	9	10	2	12	12	2	10	9	3	13	4	14	5	15	11	6	16	7	17	18	19	20	21	22	8	23	1	23	8	22	21	20	19	18	17	7	16	6	11	15	
15	5	14	4	13	3	9	10	2	12	12	2	10	9	3	13	4	14	5	15	11	6	16	7	17	18	19	20	21	22	8	23	1	23	8	22	21	20	19	18	17	7	16	6	11	
11	15	5	14	4	13	3	9	10	2	12	12	2	10	9	3	13	4	14	5	15	11	6	16	7	17	18	19	20	21	22	8	23	1	23	8	22	21	20	19	18	17	7	16	6	
6	11	15	5	14	4	13	3	9	10	2	12	12	2	10	9	3	13	4	14	5	15	11	6	16	7	17	18	19	20	21	22	8	23	1	23	8	22	21	20	19	18	17	7	16	
16	6	11	15	5	14	4	13	3	9	10	2	12	12	2	10	9	3	13	4	14	5	15	11	6	16	7	17	18	19	20	21	22	8	23	1	23	8	22	21	20	19	18	17	7	
7	16	6	11	15	5	14	4	13	3	9	10	2	12	12	2	10	9	3	13	4	14	5	15	11	6	16	7	17	18	19	20	21	22	8	23	1	23	8	22	21	20	19	18	17	
17	7	16	6	11	15	5	14	4	13	3	9	10	2	12	12	2	10	9	3	13	4	14	5	15	11	6	16	7	17	18	19	20	21	22	8	23	1	23	8	22	21	20	19	18	
18	17	7	16	6	11	15	5	14	4	13	3	9	10	2	12	12	2	10	9	3	13	4	14	5	15	11	6	16	7	17	18	19	20	21	22	8	23	1	23	8	22	21	20	19	
19	18	17	7	16	6	11	15	5	14	4	13	3	9	10	2	12	12	2	10	9	3	13	4	14	5	15	11	6	16	7	17	18	19	20	21	22	8	23	1	23	8	22	21	20	
20	19	18	17	7	16	6	11	15	5	14	4	13	3	9	10	2	12	12	2	10	9	3	13	4	14	5	15	11	6	16	7	17	18	19	20	21	22	8	23	1	23	8	22	21	
21	20	19	18	17	7	16	6	11	15	5	14	4	13	3	9	10	2	12	12	2	10	9	3	13	4	14	5	15	11	6	16	7	17	18	19	20	21	22	8	23	1	23	8	22	
22	21	20	19	18	17	7	16	6	11	15	5	14	4	13	3	9	10	2	12	12	2	10	9	3	13	4	14	5	15	11	6	16	7	17	18	19	20	21	22	8	23	1	23	8	
8	22	21	20	19	18	17	7	16	6	11	15	5	14	4	13	3	9	10	2	12	12	2	10	9	3	13	4	14	5	15	11	6	16	7	17	18	19	20	21	22	8	23	1	23	
23	8	22	21	20	19	18	17	7	16	6	11	15	5	14	4	13	3	9	10	2	12	12	2	10	9	3	13	4	14	5	15	11	6	16	7	17	18	19	20	21	22	8	23	1	
1	34	33	20	32	31	30	29	18	28	27	26	25	16	21	19	24	22	23	14	15	17	13	13	17	15	14	23	22	24	19	21	16	25	26	27	28	18	29	30	31	32	20	33	34	
34	1	34	33	20	32	31	30	29	18	28	27	26	25	16	21	19	24	22	23	14	15	17	13	13	17	15	14	23	22	24	19	21	16	25	26	27	28	18	29	30	31	32	20	33	
33	34	1	34	33	20	32	31	30	29	18	28	27	26	25	16	21	19	24	22	23	14	15	17	13	13	17	15	14	23	22	24	19	21	16	25	26	27	28	18	29	30	31	32	20	
20	33	34	1	34	33	20	32	31	30	29	18	28	27	26	25	16	21	19	24	22	23	14	15	17	13	13	17	15	14	23	22	24	19	21	16	25	26	27	28	18	29	30	31	32	
32	20	33	34	1	34	33	20	32	31	30	29	18	28	27	26	25	16	21	19	24	22	23	14	15	17	13	13	17	15	14	23	22	24	19	21	16	25	26	27	28	18	29	30	31	
31	32	20	33	34	1	34	33	20	32	31	30	29	18	28	27	26	25	16	21	19	24	22	23	14	15	17	13	13	17	15	14	23	22	24	19	21	16	25	26	27	28	18	29	30	
30	31	32	20	33	34	1	34	33	20	32	31	30	29	18	28	27	26	25	16	21	19	24	22	23	14	15	17	13	13	17	15	14	23	22	24	19	21	16	25	26	27	28	18	29	
29	30	31	32	20	33	34	1	34	33	20	32	31	30	29	18	28	27	26	25	16	21	19	24	22	23	14	15	17	13	13	17	15	14	23	22	24	19	21	16	25	26	27	28	18	
18	29	30	31	32	20	33	34	1	34	33	20	32	31	30	29	18	28	27	26	25	16	21	19	24	22	23	14	15	17	13	13	17	15	14	23	22	24	19	21	16	25	26	27	28	
28	18	29	30	31	32	20	33	34	1	34	33	20	32	31	30	29	18	28	27	26	25	16	21	19	24	22	23	14	15	17	13	13	17	15	14	23	22	24	19	21	16	25	26	27	
27	28	18	29	30	31	32	20	33	34	1	34	33	20	32	31	30	29	18	28	27	26	25	16	21	19	24	22	23	14	15	17	13	13	17	15	14	23	22	24	19	21	16	25	26	
26	27	28	18	29	30	31	32	20	33	34	1	34	33	20	32	31	30	29	18	28	27	26	25	16	21	19	24	22	23	14	15	17	13	13	17	15	14	23	22	24	19	21	16	25	
25	26	27	28	18	29	30	31	32	20	33	34	1	34	33	20	32	31	30	29	18	28	27	26	25	16	21	19	24	22	23	14	15	17	13	13	17	15	14	23	22	24	19	21	16	
16	25	26	27	28	18	29	30	31	32	20	33	34	1	34	33	20	32	31	30	29	18	28	27	26	25	16	21	19	24	22	23	14	15	17	13	13	17	15	14	23	22	24	19	21	
21	16	25	26	27	28	18	29	30	31	32	20	33	34	1	34	33	20	32	31	30	29	18	28	27	26	25	16	21	19	24	22	23	14	15	17	13	13	17	15	14	23	22	24	19	
19	21	16	25	26	27	28	18	29	30	31	32	20	33	34	1	34	33	20	32	31	30	29	18	28	27	26	25	16	21	19	24	22	23	14	15	17	13	13	17	15	14	23	22	24	
24	19	21	16	25	26	27	28	18	29	30	31	32	20	33	34	1	34	33	20	32	31	30	29	18	28	27	26	25	16	21	19	24	22	23	14	15	17	13	13	17	15	14	23	22	
22	24	19	21	16	25	26	27	28	18	29	30	31	32	20	33	34	1	34	33	20	32	31	30	29	18	28	27	26	25	16	21	19	24	22	23	14	15	17	13	13	17	15	14	23	
23	22	24	19	21	16	25	26	27	28	18	29	30	31	32	20	33	34	1	34	33	20	32	31	30	29	18	28	27	26	25	16	21	19	24	22	23	14	15	17	13	13	17	15	14	
14	23	22	24	19	21	16	25	26	27	28	18	29	30	31	32	20	33	34	1	34	33	20	32	31	30	29	18	28	27	26	25	16	21	19	24	22	23	14	15	17	13	13	17	15	
15	14	23	22	24	19	21	16	25	26	27	28	18	29	30	31	32	20	33	34	1	34	33	20	32	31	30	29	18	28	27	26	25	16	21	19	24	22	23	14	15	17	13	13	17	
17	15	14	23	22	24	19	21	16	25	26	27	28	18	29	30	31	32	20	33	34	1	34	33	20	32	31	30	29	18	28	27	26	25	16	21	19	24	22	23	14	15	17	13	13	
13	17	15	14	23	22	24	19	21	16	25	26	27	28	18	29	30	31	32	20	33	34	1	34	33	20	32	31	30	29	18	28	27	26	25	16	21	19	24	22	23	14	15	17	13	
13	13	17	15	14	23	22	24	19	21	16	25	26	27	28	18	29	30	31	32	20	33	34	1	34	33	20	32	31	30	29	18	28	27	26	25	16	21	19	24	22	23	14	15	17	
17	13	13	17	15	14	23	22	24	19	21	16	25	26	27	28	18	29	30	31	32	20	33	34	1	34	33	20	32	31	30	29	18	28	27	26	25	16	21	19	24	22	23	14	15	
15	17	13	13	17	15	14	23	22	24	19	21	16	25	26	27	28	18	29	30	31	32	20	33	34	1	34	33	20	32	31	30	29	18	28	27	26	25	16	21	19	24	22	23	14	
14	15	17	13	13	17	15	14	23	22	24	19	21	16	25	26	27	28	18	29	30	31	32	20	33	34	1	34	33	20	32	31	30	29	18	28	27	26	25	16	21	19	24	22	23	
23	14	15	17	13	13	17	15	14	23	22	24	19	21	16	25	26	27	28	18	29	30	31	32	20	33	34	1	34	33	20	32	31	30	29	18	28	27	26	25	16	21	19	24	22	
22	23	14	15	17	13	13	17	15	14	23	22	24	19	21	16	25	26	27	28	18	29	30	31	32	20	33	34	1	34	33	20	32	31	30	29	18	28	27	26	25	16	21	19	24	
24	22	23	14	15	17	13	13	17	15	14	23	22	24	19	21	16	25	26	27	28	18	29	30	31	32	20	33	34	1	34	33	20	32	31	30	29	18	28	27	26	25	16	21	19	
19	24	22	23	14	15	17	13	13	17	15	14	23	22	24	19	21	16	25	26	27	28	18	29	30	31	32	20	33	34	1	34	33	20	32	31	30	29	18	28	27	26	25	16	21	
21	19	24	22	23	14	15	17	13	13	17	15	14	23	22	24	19	21	16	25	26	27	28	18	29	30	31	32	20	33	34	1	34	33	20	32	31	30	29	18	28	27	26	25	16	
16	21	19	24	22	23	14	15	17	13	13	17	15	14	23	22	24	19	21	16	25	26	27	28	18	29	30	31	32	20	33	34	1	34	33	20	32	31	30	29	18	28	27	26	25	
25	16	21	19	24	22	23	14	15	17	13	13	17	15	14	23	22	24	19	21	16	25	26	27	28	18	29	30	31	32	20	33	34	1	34	33	20	32	31	30	29	18	28	27	26	
26	25	16	21	19	24	22	23	14	15	17	13	13	17	15	14	23	22	24	19	21	16	25	26	27	28	18	29	30	31	32	20	33	34	1	34	33	20	32	31	30	29	18	28	27	
27	26	25	16	21	19	24	22	23	14	15	17	13	13	17	15	14	23	22	24	19	21	16	25	26	27	28	18	29	30	31	32	20	33	34	1	34	33	20	32	31	30	29	18	28	
28	27	26	25	16	21	19	24	22	23	14	15	17	13	13	17	15	14	23	22	24	19	21	16	25	26	27	28	18	29	30	31	32	20	33	34	1	34	33	20	32	31	30	29	18	
18	28	27	26	25	16	21	19	24	22	23	14	15	17	13	13	17	15	14	23	22	24	19	21	16	25	26	27	28	18	29	30	31	32	20	33	34	1	34	33	20	32	31	30	29	
29	18	28	27	26	25	16	21	19	24	22	23	14	15	17	13	13	17	15	14	23	22	24	19	21	16	25	26	27	28	18	29	30	31	32	20	33	34	1	34	33	20	32	31	30	
30	29	18	28	27	26	25	16	21	19	24	22	23	14	15	17	13	13	17	15	14	23	22	24	19	21	16	25	26	27	28	18	29	30	31	32	20	33	34	1	34	33	20	32	31	
31	30	29	18	28	27	26	25	16	21	19	24	22	23	14	15	17	13	13	17	15	14	23	22	24	19	21	16	25	26	27	28	18	29	30	31	32	20	33	34	1	34	33	20	32	
32	31	30	29	18	28	27	26	25	16	21	19	24	22	23	14	15	17	13	13	17	15	14	23	22	24	19	21	16	25	26	27	28	18	29	30	31	32	20	33	34	1	34	33	20	
20	32	31	30	29	18	28	27	26	25	16	21	19	24	22	23	14	15	17	13	13	17	15	14	23	22	24	19	21	16	25	26	27	28	18	29	30	31	32	20	33	34	1	34	33	
33	20	32	31	30	29	18	28	27	26	25	16	21	19	24	22	23	14	15	17	13	13	17	15	14	23	22	24	19	21	16	25	26	27	28	18	29	30	31	32	20	33	34	1	34	
34	33	20	32	31	30	29	18	28	27	26	25	16	21	19	24	22	23	14	15	17	13	13	17	15	14	23	22	24	19	21	16	25	26	27	28	18	29	30	31	32	20	33	34	1	
