20	8	21	22	23	24	25	9	9	9	25	24	23	22	21	8	20	19	18	7	17	6	16	15	5	11	4	13	3	10	12	2	14	14	2	12	10	3	13	4	11	1	15	16	6	17	7	18	19	
19	20	8	21	22	23	24	25	1	10	9	25	24	23	22	21	8	20	1	18	7	17	6	16	15	5	11	4	13	3	10	12	2	14	14	2	12	10	3	13	1	11	5	15	16	6	17	7	18	
18	19	20	8	21	22	23	24	25	9	11	9	25	24	23	22	21	8	20	19	18	7	17	6	16	15	5	11	4	13	3	10	12	2	14	14	2	12	10	1	13	4	11	5	15	16	6	17	7	
7	18	19	20	8	21	22	23	24	25	9	12	9	25	24	23	22	21	8	1	19	18	7	17	6	16	15	5	11	4	13	3	10	12	2	14	14	2	12	10	3	13	4	11	5	15	16	6	17	
17	7	18	19	20	8	21	22	23	24	25	9	13	9	25	24	23	22	21	8	20	19	18	7	17	6	16	15	5	11	4	13	3	10	12	2	14	14	1	12	10	3	13	4	11	5	15	16	6	
6	17	7	18	19	20	8	21	22	23	24	25	9	14	9	25	24	23	22	21	8	20	19	18	7	17	6	16	15	5	11	4	13	3	10	12	2	14	14	2	12	10	3	13	4	11	5	15	16	
16	6	17	7	18	19	20	1	21	22	23	24	25	9	15	9	25	24	23	22	1	8	20	19	18	7	17	6	16	15	5	11	4	13	3	10	12	2	14	14	2	12	10	3	13	4	11	5	15	
15	16	6	17	7	18	19	20	8	21	22	23	24	25	9	16	9	25	24	23	22	21	8	20	19	18	7	17	6	16	15	5	11	4	13	3	10	12	1	14	14	2	12	10	3	13	4	1	5	
5	15	16	6	17	7	18	19	20	8	21	22	23	24	25	9	17	9	25	24	23	1	21	8	20	19	18	7	17	6	16	15	5	11	4	13	3	10	12	2	14	14	2	12	10	3	13	4	11	
11	5	15	16	6	17	1	18	19	20	8	21	22	23	24	25	9	18	9	25	24	23	22	21	8	20	19	18	7	17	6	16	15	5	11	4	13	3	10	12	2	14	14	2	12	10	3	13	4	
4	11	5	15	16	1	17	7	18	19	20	8	21	22	23	24	25	9	19	9	25	24	1	22	21	8	20	19	18	7	17	6	16	15	5	11	4	13	3	10	12	2	14	14	2	12	1	3	13	
13	4	11	5	15	16	6	17	7	18	19	20	8	21	22	23	24	25	9	20	9	25	24	23	22	21	8	20	19	18	7	17	6	16	15	5	11	4	13	1	10	12	2	14	14	2	12	10	3	
3	13	4	11	1	15	16	6	17	7	18	19	20	8	21	22	23	24	25	9	21	9	25	1	23	22	21	8	20	19	18	7	17	6	16	15	5	11	4	13	3	10	12	2	14	14	2	12	10	
10	3	13	1	11	5	15	16	6	17	7	18	19	20	8	21	22	23	24	25	9	22	9	25	24	23	22	21	8	20	19	18	7	17	6	16	15	5	11	4	13	3	10	12	2	14	14	2	1	
12	10	1	13	4	11	5	15	16	6	17	7	18	19	20	8	21	22	23	24	25	9	23	9	1	24	23	22	21	8	20	19	18	7	17	6	16	15	5	11	1	13	3	10	12	2	14	14	2	
2	12	10	3	13	4	11	5	15	16	6	17	7	18	19	20	8	21	22	23	24	25	9	24	9	25	24	23	22	21	8	20	19	18	7	17	6	16	15	5	11	4	13	3	10	12	2	14	14	
14	1	12	10	3	13	4	11	5	15	16	6	17	7	18	19	20	8	21	22	23	24	25	9	25	9	25	24	23	22	21	8	20	19	18	7	17	6	16	15	5	11	4	13	3	10	12	2	14	
14	14	2	12	10	3	13	4	11	5	15	16	6	17	7	18	19	20	8	21	22	23	24	25	9	26	9	25	24	23	22	21	8	20	19	18	7	17	6	16	15	1	11	4	13	3	1	12	2	
2	14	14	2	12	10	3	13	4	11	5	15	16	6	17	7	18	19	20	8	1	1	1	1	1	9	27	9	25	24	23	22	21	8	20	19	18	7	17	6	16	15	5	11	4	13	3	10	1	
12	1	14	14	2	12	10	3	13	4	1	5	15	16	6	17	7	1	1	1	8	21	22	23	24	25	9	28	9	25	24	23	22	21	8	20	19	18	7	17	6	16	15	5	11	4	13	3	10	
10	12	2	14	14	2	12	10	3	13	4	11	5	15	16	6	1	7	18	19	20	8	21	22	23	24	25	9	29	9	25	24	23	22	21	8	20	19	18	7	17	6	16	15	5	11	4	13	3	
3	10	12	2	14	14	2	12	10	3	13	4	11	5	1	1	6	17	7	18	19	20	8	21	22	23	24	25	9	30	9	25	24	23	22	21	8	20	19	18	7	17	1	16	15	5	11	4	13	
13	3	10	12	2	14	14	2	12	1	3	13	4	11	5	15	16	6	17	7	18	19	20	8	21	22	23	24	25	9	31	9	25	24	23	22	21	8	20	19	18	7	17	6	16	15	5	1	4	
4	13	1	10	12	2	14	14	2	12	10	3	1	4	11	5	15	16	6	17	7	18	19	20	8	21	22	23	24	25	9	32	9	25	24	23	22	21	8	20	19	18	7	17	6	16	15	5	11	
11	4	13	3	10	12	2	14	14	2	12	10	3	13	4	11	5	15	16	6	17	7	18	19	20	8	21	22	23	24	25	9	33	9	25	24	23	22	21	8	20	19	18	1	17	6	16	15	5	
5	11	4	13	3	10	12	2	14	14	2	1	10	3	13	4	11	5	15	16	6	17	7	18	19	20	8	21	22	23	24	25	9	34	9	25	24	23	22	21	8	20	19	18	7	17	6	16	15	
15	5	11	1	13	3	10	12	2	14	14	2	12	10	3	13	4	11	5	15	16	6	17	7	18	19	20	8	21	22	23	24	25	9	35	9	25	24	23	22	21	8	20	19	18	7	17	6	16	
16	15	5	11	4	13	3	10	12	2	14	14	2	12	10	3	13	4	11	5	15	16	6	17	7	18	19	20	8	21	22	23	24	25	9	36	9	25	24	23	22	21	8	20	19	18	7	17	6	
6	16	15	5	11	4	13	3	10	12	2	14	14	2	12	10	3	13	4	11	5	15	16	6	17	7	18	19	20	8	21	22	23	24	25	9	37	9	25	24	23	22	21	8	20	19	18	7	17	
17	6	16	15	1	11	4	13	3	1	12	2	14	1	2	12	10	3	13	4	11	5	15	16	6	17	7	18	19	20	8	21	22	23	24	25	9	1	9	25	24	23	22	21	1	20	19	18	7	
7	17	6	16	15	5	11	4	13	3	10	1	2	1	14	2	12	10	3	13	4	11	5	15	16	6	17	7	18	19	20	8	21	22	23	24	25	9	2	9	25	24	23	22	21	8	20	19	18	
18	7	17	6	16	15	5	11	4	13	3	10	12	2	14	14	2	12	10	3	13	4	11	5	15	16	6	17	7	18	19	20	8	21	22	23	24	25	9	3	9	25	24	23	22	21	8	20	19	
19	18	7	17	6	16	15	5	11	4	13	3	10	12	2	14	14	2	12	10	3	13	4	11	5	15	16	6	17	7	18	19	20	8	21	22	23	24	25	9	4	9	25	24	23	22	21	8	20	
20	19	18	7	17	1	16	15	5	11	4	13	3	10	12	2	14	14	2	12	10	3	13	4	11	5	15	16	6	17	7	18	19	20	8	21	22	23	24	25	9	5	9	25	24	23	22	21	8	
8	20	19	18	7	17	6	16	15	5	1	4	1	3	10	12	2	14	14	2	12	10	3	13	4	11	5	15	16	6	17	7	18	19	20	8	21	22	23	24	25	9	6	9	25	24	23	22	21	
21	8	20	19	18	7	17	6	16	15	5	11	4	13	3	10	12	2	14	14	2	12	10	3	13	4	11	5	15	16	6	17	7	18	19	20	8	21	22	23	24	25	9	7	9	25	24	23	22	
22	21	8	20	19	18	1	17	6	16	15	5	11	4	13	3	10	12	2	14	14	2	12	10	3	13	4	11	5	15	16	6	17	7	18	19	20	8	21	22	23	24	25	9	8	1	25	24	23	
23	22	21	8	20	19	18	7	17	6	16	15	5	11	4	13	3	10	12	2	14	14	2	12	10	3	13	4	11	5	15	16	6	17	7	18	19	20	8	21	22	23	24	25	9	9	9	25	24	
24	23	22	21	8	20	19	18	7	17	6	16	15	5	11	4	13	3	10	12	2	14	14	2	12	10	3	13	4	11	5	15	16	6	17	7	18	19	20	8	21	22	23	24	25	1	10	9	25	
25	24	23	22	21	8	20	19	18	7	17	6	16	15	5	11	4	13	3	10	12	2	14	14	2	12	10	3	13	4	11	5	15	16	6	17	7	18	19	20	8	21	22	23	24	25	9	11	9	
9	25	24	23	22	21	8	20	19	18	7	17	6	16	1	5	11	4	13	3	10	12	2	14	14	2	12	10	3	13	4	11	5	15	16	6	17	7	18	19	20	8	21	22	23	24	25	9	12	
1	37	36	35	34	18	33	32	31	24	30	20	29	19	28	27	22	26	25	17	1	23	16	14	15	15	14	16	23	21	17	25	26	22	27	28	19	29	20	30	24	31	32	33	18	34	35	36	37	
37	2	37	36	35	34	18	33	32	31	24	30	20	29	19	28	27	22	26	25	17	21	1	16	14	15	15	14	16	23	21	17	25	26	22	27	28	19	29	20	30	24	31	32	33	18	34	35	36	
36	37	3	37	36	35	34	18	33	32	31	24	30	20	29	19	28	27	22	26	25	17	21	23	16	14	15	15	14	16	23	21	17	25	26	22	27	28	19	29	20	30	24	31	32	33	18	34	35	
35	36	37	4	37	36	35	34	18	33	32	31	24	30	20	29	19	28	27	22	26	25	17	21	23	16	14	15	15	14	16	23	21	17	25	26	22	27	28	19	29	20	30	24	31	32	33	18	34	
34	35	36	37	5	37	36	35	34	18	33	32	31	24	30	20	29	19	28	27	22	26	25	17	21	23	16	14	15	15	14	16	23	21	17	25	26	22	27	28	19	29	20	30	24	31	32	33	18	
18	34	35	36	37	6	37	36	35	34	18	33	32	31	24	30	20	29	1	28	27	1	26	25	17	21	23	16	14	15	15	14	16	23	21	17	25	26	22	27	28	19	29	20	30	24	31	32	33	
33	18	34	35	36	37	7	37	36	35	34	18	33	32	31	24	30	20	29	19	28	27	22	26	1	17	21	23	16	14	15	15	14	16	23	21	17	25	26	22	27	28	19	29	20	30	24	31	32	
32	33	18	34	35	36	37	8	37	36	35	34	18	33	32	31	24	30	20	29	19	28	27	22	26	25	17	21	23	16	14	15	15	14	16	23	21	17	25	26	22	27	28	19	29	20	30	24	31	
31	32	33	18	34	35	36	37	9	37	36	35	34	18	33	32	31	24	30	1	29	19	28	27	22	1	25	17	21	23	16	14	15	15	14	16	23	21	17	25	26	22	27	28	19	29	20	30	24	
24	31	32	33	18	34	35	36	37	10	37	36	35	34	18	33	32	31	24	30	20	29	19	28	27	22	26	25	17	21	23	16	14	15	15	14	16	23	21	17	25	26	22	27	28	19	29	20	30	
30	24	31	32	33	18	34	35	36	37	11	37	36	35	34	18	33	32	31	24	30	20	29	19	28	27	22	26	25	17	21	23	16	14	15	15	14	16	23	21	17	25	26	22	27	28	19	29	20	
20	30	24	31	32	33	18	34	35	36	37	12	37	36	35	34	18	33	32	31	24	30	20	29	19	28	1	22	26	25	17	21	23	16	14	15	15	14	16	23	21	17	25	26	22	27	28	19	29	
29	20	30	24	31	32	33	18	34	35	36	37	13	37	36	35	34	1	33	32	31	24	30	20	29	19	28	27	22	26	25	17	21	23	16	14	15	15	14	16	23	21	17	25	26	22	27	28	19	
19	29	20	30	24	31	32	33	18	34	35	36	37	14	37	36	35	34	18	33	32	31	24	30	20	29	19	1	27	22	26	25	17	21	23	16	14	15	15	14	16	23	21	17	25	26	22	27	28	
28	19	29	20	30	24	31	32	33	18	34	35	36	37	15	37	36	35	34	18	33	32	31	1	30	20	29	19	28	27	22	26	25	17	21	23	16	14	15	15	14	16	23	21	17	25	26	22	27	
27	28	19	29	20	30	24	31	32	33	18	34	35	36	37	16	37	36	35	34	18	33	32	31	24	30	20	29	19	28	27	22	26	25	17	21	23	16	14	15	15	14	16	23	21	17	25	26	22	
22	27	28	19	29	20	30	24	31	32	33	18	34	35	36	37	17	37	36	35	34	18	33	32	31	24	30	20	1	19	28	27	22	26	25	17	21	23	16	14	15	15	14	16	23	21	17	25	26	
26	22	27	28	19	29	20	30	24	31	32	33	18	34	35	36	37	18	37	36	35	34	18	33	32	31	24	30	20	29	19	28	27	22	26	25	17	21	23	16	14	15	15	14	16	23	21	17	25	
25	26	22	27	28	19	29	20	30	24	31	32	33	18	34	35	36	37	19	37	36	35	34	18	33	32	31	24	30	20	29	19	28	27	22	26	25	17	21	23	16	14	15	15	14	16	23	21	17	
17	25	26	22	27	28	19	29	20	30	24	31	32	33	18	34	35	36	37	20	37	36	35	34	18	33	32	31	24	1	20	29	19	28	27	22	26	25	17	21	23	16	14	15	15	14	16	23	21	
21	17	25	26	22	27	28	19	29	20	30	24	31	32	33	18	34	35	36	37	21	37	36	35	34	18	33	32	31	24	30	20	29	19	28	27	22	26	25	17	21	23	16	14	15	15	14	16	23	
23	21	17	25	26	22	27	28	19	29	20	30	24	31	32	33	18	34	35	36	37	22	37	36	35	34	18	33	32	31	24	30	20	29	19	28	27	22	26	25	17	21	23	16	14	15	15	14	16	
16	23	21	17	25	26	22	27	28	19	29	20	30	24	31	32	33	1	34	35	36	37	23	37	36	35	34	18	33	32	1	24	30	20	29	19	28	27	22	26	25	17	21	23	16	14	15	15	14	
14	16	23	21	17	25	26	22	27	28	19	29	20	30	24	31	32	33	18	34	35	36	37	24	37	36	35	34	18	33	32	31	24	30	20	29	19	28	27	22	26	25	17	21	23	16	14	15	15	
15	14	16	23	21	17	25	26	22	27	28	19	29	20	30	24	31	32	33	18	34	35	36	37	25	37	36	35	34	18	33	1	31	24	30	20	29	19	28	27	22	26	25	17	21	23	16	14	15	
15	15	14	16	23	21	17	25	26	22	27	28	19	29	20	30	24	31	32	33	18	34	35	36	37	26	37	36	35	34	18	33	32	31	24	30	20	29	19	28	27	22	26	25	17	21	23	16	14	
14	15	15	14	16	23	21	17	25	26	22	27	28	19	29	20	30	24	31	32	33	18	34	35	36	37	27	37	36	35	34	18	1	32	31	24	30	20	29	19	28	27	22	26	25	17	21	23	16	
16	14	15	15	14	16	23	21	17	25	26	22	27	28	19	29	20	30	24	31	32	33	18	34	35	36	37	28	37	36	35	34	18	33	32	31	24	30	20	29	19	28	27	22	26	25	17	21	23	
23	16	14	15	15	14	16	23	21	17	25	26	22	27	28	19	29	20	30	24	31	32	33	18	34	35	36	37	29	37	36	35	34	18	33	32	31	24	30	20	29	19	28	27	22	26	25	17	21	
21	23	16	14	15	15	14	16	23	21	17	25	26	22	27	28	19	29	20	30	24	31	32	33	18	34	35	36	37	30	37	36	35	1	18	33	32	31	24	30	20	29	19	28	27	22	26	25	17	
17	21	23	16	14	15	15	14	16	23	21	17	25	26	22	27	28	19	29	1	30	24	31	32	33	18	34	35	36	37	31	37	36	35	34	18	33	32	31	24	30	20	29	19	28	27	22	26	25	
25	17	21	23	16	14	15	15	14	16	23	21	17	25	26	22	27	28	1	29	20	30	24	31	32	33	18	34	35	36	37	32	37	36	1	34	18	33	32	31	24	30	20	29	19	28	27	22	26	
26	25	17	21	23	16	14	15	15	14	16	23	21	17	25	26	22	27	28	19	29	20	30	1	31	32	33	18	34	35	36	37	33	37	36	35	34	18	33	32	31	24	30	20	29	19	28	27	22	
22	26	25	17	21	23	16	14	15	15	14	16	23	21	17	25	26	22	27	28	19	29	20	30	24	31	32	33	18	34	35	36	37	34	37	1	35	34	18	33	32	31	24	30	20	29	19	28	27	
27	22	26	25	17	21	23	16	14	15	15	14	16	23	21	17	25	26	22	27	28	19	29	20	30	24	31	32	33	18	34	35	36	37	35	37	36	35	34	18	33	32	31	24	30	20	29	19	28	
28	27	22	26	25	17	21	23	16	14	15	15	14	16	23	21	1	25	26	22	27	28	19	29	20	30	24	31	32	33	18	34	35	36	37	36	1	36	35	34	18	33	32	31	24	30	20	29	19	
19	28	27	22	26	25	17	21	23	16	14	15	15	1	16	23	21	17	25	26	22	27	28	19	29	20	30	24	31	32	33	18	34	35	36	37	37	37	36	35	34	18	33	32	31	24	30	20	29	
29	19	28	27	22	26	25	17	21	23	16	14	15	15	14	1	23	21	17	25	26	1	27	28	19	29	20	30	24	31	32	33	18	1	1	1	1	1	37	36	35	34	18	33	32	31	24	30	20	
20	29	19	28	27	22	26	25	17	21	23	16	14	15	1	14	16	23	21	17	25	26	22	27	28	19	29	20	30	24	1	1	1	18	34	35	36	37	2	37	36	35	34	18	33	32	31	24	30	
30	20	29	19	28	27	22	26	25	17	21	23	16	1	1	15	14	16	23	21	17	25	26	22	27	28	19	29	20	1	24	31	32	33	18	34	35	36	37	3	37	36	35	34	18	33	32	31	24	
24	30	20	29	19	28	27	22	26	25	17	21	23	16	14	15	15	14	16	23	1	17	25	26	22	27	28	19	1	20	30	24	31	32	33	18	34	35	36	37	4	37	36	35	34	18	33	32	31	
31	24	30	20	29	19	28	27	22	26	25	17	21	23	16	14	15	15	14	16	23	21	17	25	26	22	1	1	19	29	20	30	24	31	32	33	18	34	35	36	37	5	37	36	35	34	18	33	32	
