14	15	16	17	18	19	20	21	22	1	2	3	4	5	6	7	8	9	10	11	12	
15	16	17	18	19	20	21	22	1	2	3	4	5	6	7	8	9	10	11	12	13	
16	17	18	19	20	21	22	1	2	3	4	5	6	7	8	9	10	11	12	13	14	
17	18	19	20	21	22	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	
18	19	20	21	22	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	
19	20	21	22	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	
20	21	22	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	
21	22	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	
22	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	
1	3	2	6	8	4	11	13	17	19	21	18	20	5	7	9	12	14	16	10	15	
2	4	3	7	9	5	12	14	18	20	22	19	21	6	8	10	13	15	17	11	16	
3	5	4	8	10	6	13	15	19	21	1	20	22	7	9	11	14	16	18	12	17	
4	6	5	9	11	7	14	16	20	22	2	21	1	8	10	12	15	17	19	13	18	
5	7	6	10	12	8	15	17	21	1	3	22	2	9	11	13	16	18	20	14	19	
6	8	7	11	13	9	16	18	22	2	4	1	3	10	12	14	17	19	21	15	20	
7	9	8	12	14	10	17	19	1	3	5	2	4	11	13	15	18	20	22	16	21	
8	10	9	13	15	11	18	20	2	4	6	3	5	12	14	16	19	21	1	17	22	
9	11	10	14	16	12	19	21	3	5	7	4	6	13	15	17	20	22	2	18	1	
10	12	11	15	17	13	20	22	4	6	8	5	7	14	16	18	21	1	3	19	2	
11	13	12	16	18	14	21	1	5	7	9	6	8	15	17	19	22	2	4	20	3	
12	14	13	17	19	15	22	2	6	8	10	7	9	16	18	20	1	3	5	21	4	
13	15	14	18	20	16	1	3	7	9	11	8	10	17	19	21	2	4	6	22	5	
14	16	15	19	21	17	2	4	8	10	12	9	11	18	20	22	3	5	7	1	6	
15	17	16	20	22	18	3	5	9	11	13	10	12	19	21	1	4	6	8	2	7	
16	18	17	21	1	19	4	6	10	12	14	11	13	20	22	2	5	7	9	3	8	
17	19	18	22	2	20	5	7	11	13	15	12	14	21	1	3	6	8	10	4	9	
18	20	19	1	3	21	6	8	12	14	16	13	15	22	2	4	7	9	11	5	10	
19	21	20	2	4	22	7	9	13	15	17	14	16	1	3	5	8	10	12	6	11	
20	22	21	3	5	1	8	10	14	16	18	15	17	2	4	6	9	11	13	7	12	
21	1	22	4	6	2	9	11	15	17	19	16	18	3	5	7	10	12	14	8	13	
22	2	1	5	7	3	10	12	16	18	20	17	19	4	6	8	11	13	15	9	14	
