6	2	3	5	7	29	10	23	26	32	28	11	25	11	27	1	25	24	9	30	7	1	17	16	19	32	29	27	25	14	21	23	1	21	13	25	27	29
5	1	4	6	8	30	9	24	25	31	27	12	26	12	28	2	26	23	10	29	8	2	18	15	20	31	30	28	26	13	22	24	2	22	14	26	28	30
7	5	3	3	5	7	29	10	23	25	31	28	11	27	11	27	31	25	23	10	30	19	18	1	15	11	3	2	13	4	11	15	6	17	20	8	9	21
8	6	4	4	6	8	30	9	24	26	32	27	12	28	12	28	32	26	24	9	29	20	17	2	16	12	4	1	14	3	12	16	5	18	19	7	10	22
30	8	2	3	3	5	7	29	10	23	25	32	27	11	29	11	27	31	26	23	1	11	1	14	14	3	1	15	5	1	1	8	10	22	28	21	10	7
29	7	1	4	4	6	8	30	9	24	26	31	28	12	30	12	28	32	25	24	2	12	2	13	13	4	2	16	6	2	2	7	9	21	27	22	9	8
10	29	8	6	3	3	5	7	30	9	23	26	32	1	12	31	11	27	32	26	24	29	7	1	3	4	5	8	29	9	23	25	31	27	12	29	11	27
9	30	7	5	4	4	6	8	29	10	24	25	31	2	11	32	12	28	31	25	23	30	8	2	4	3	6	7	30	10	24	26	32	28	11	30	12	28
24	9	29	1	5	3	3	5	7	29	9	1	2	32	27	12	2	11	27	31	25	27	31	26	23	2	30	7	5	3	3	6	7	29	10	24	25	31
23	10	30	2	6	4	4	6	8	30	10	2	1	31	28	11	1	12	28	32	26	28	32	25	24	1	29	8	6	4	4	5	8	30	9	23	26	32
25	24	9	29	7	6	3	3	5	7	29	10	24	26	31	28	12	4	11	28	31	5	18	19	1	1	21	13	21	9	7	19	18	5	15	12	3	14
26	23	10	30	8	5	4	4	6	8	30	9	23	25	32	27	11	3	12	27	32	6	17	20	2	2	22	14	22	10	8	20	17	6	16	11	4	13
31	26	24	10	30	8	6	3	3	5	7	29	10	23	26	2	28	12	5	11	28	16	12	3	14	13	3	12	1	6	18	20	7	9	21	29	21	9
32	25	23	9	29	7	5	4	4	6	8	30	9	24	25	1	27	11	6	12	27	15	11	4	13	14	4	11	2	5	17	19	8	10	22	30	22	10
28	32	25	24	2	29	8	6	3	3	6	7	30	9	23	25	32	28	11	7	11	29	31	20	15	18	12	17	2	19	31	29	27	2	14	21	23	23
27	31	26	23	1	30	7	5	4	4	5	8	29	10	24	26	31	27	12	8	12	30	32	19	16	17	11	18	1	20	32	30	28	1	13	22	24	24
11	27	32	25	24	10	29	8	5	4	4	5	7	30	9	23	26	31	27	12	9	13	25	27	29	32	20	16	17	17	18	16	19	32	30	27	26	13
12	28	31	26	23	9	30	7	6	3	3	6	8	29	10	24	25	32	28	11	10	14	26	28	30	31	19	15	18	18	17	15	20	31	29	28	25	14
1	21	10	1	19	17	6	1	11	4	13	13	3	11	15	6	17	19	7	9	21	7	10	21	7	21	9	8	20	2	6	15	12	4	14	13	3	11
2	22	9	2	20	18	5	2	12	3	14	14	4	12	16	5	18	20	8	10	22	8	9	22	8	22	10	7	19	1	5	16	11	3	13	14	4	12
21	4	21	10	8	19	17	6	15	12	4	13	13	3	11	15	6	17	19	2	1	14	13	4	11	15	5	18	19	7	9	1	23	21	10	7	19	17
22	3	22	9	7	20	18	5	16	11	3	14	14	4	12	16	5	18	20	1	2	13	14	3	12	16	6	17	20	8	10	2	24	22	9	8	20	18
10	22	6	21	1	8	19	17	5	15	12	3	13	13	4	12	15	5	17	19	8	21	23	24	21	14	26	27	30	31	1	15	17	25	17	15	20	32
9	21	5	22	2	7	20	18	6	16	11	4	14	14	3	11	16	6	18	20	7	22	24	23	22	13	25	28	29	32	2	16	18	26	18	16	19	31
8	9	21	7	21	10	7	19	1	6	15	12	4	13	13	4	12	15	1	17	19	6	7	29	9	23	25	31	27	11	20	11	27	31	25	23	9	29
7	10	22	8	22	9	8	20	2	5	16	11	3	14	14	3	11	16	2	18	20	5	8	30	10	24	26	32	28	12	19	12	28	32	26	24	10	30
19	7	9	22	9	21	10	7	19	17	6	15	12	3	13	13	3	11	15	5	17	25	23	9	29	7	6	3	4	6	8	30	10	24	26	32	28	11
20	8	10	21	10	22	9	8	20	18	5	16	11	4	14	14	4	12	16	6	18	26	24	10	30	8	5	4	3	5	7	29	9	23	25	31	27	12
17	19	7	9	21	12	21	10	8	1	17	5	15	11	4	14	13	1	11	15	5	17	3	17	16	19	32	30	28	25	13	1	2	24	21	14	25	27
18	20	8	10	22	11	22	9	7	2	18	6	16	12	3	13	14	2	12	16	6	18	4	18	15	20	31	29	27	26	14	2	1	23	22	13	26	28
6	17	19	1	1	21	14	21	10	7	19	17	5	15	12	4	14	13	3	11	15	23	25	32	28	11	12	11	28	32	26	24	9	30	7	5	4	3
5	18	20	2	2	22	13	22	9	8	20	18	6	16	11	3	13	14	4	12	16	24	26	31	27	12	11	12	27	31	25	23	10	29	8	6	3	4
15	6	17	19	8	9	21	15	21	10	7	19	17	6	16	11	3	13	13	4	11	13	22	24	23	21	13	25	27	29	32	19	16	17	27	18	15	20
16	5	18	20	7	10	22	16	22	9	8	20	18	5	15	12	4	14	14	3	12	14	21	23	24	22	14	26	28	30	31	20	15	18	28	17	16	19
11	15	2	17	20	7	10	22	18	21	10	8	19	17	5	16	12	2	14	13	4	17	5	15	11	4	13	1	3	12	15	6	17	19	7	9	21	1
12	16	1	18	19	8	9	21	17	22	9	7	20	18	6	15	11	1	13	14	3	18	6	16	12	3	14	2	4	11	16	5	18	20	8	10	22	2
4	12	15	5	17	19	8	9	22	19	1	10	8	19	17	5	15	12	3	14	13	7	29	9	23	25	32	28	11	17	11	28	31	1	23	9	29	7
3	11	16	6	18	20	7	10	21	20	2	9	7	20	18	6	16	11	4	13	14	8	30	10	24	26	31	27	12	18	12	27	32	2	24	10	30	8
13	2	11	15	5	18	20	8	10	22	22	21	9	8	19	17	6	16	12	3	13	21	3	21	9	7	19	17	6	15	12	4	13	14	3	12	15	5
14	1	12	16	6	17	19	7	9	21	21	22	10	7	20	18	5	15	11	4	14	22	4	22	10	8	20	18	5	16	11	3	14	13	4	11	16	6
13	13	3	12	15	5	18	19	8	9	1	23	21	9	7	19	18	5	15	11	3	26	28	30	31	20	15	18	15	2	15	19	32	29	1	26	13	22
14	14	4	11	16	6	17	20	7	10	2	24	22	10	8	20	17	6	16	12	4	25	27	29	32	19	16	17	16	1	16	20	31	30	2	25	14	21
3	14	13	3	11	15	6	17	20	7	10	21	26	21	10	8	19	18	1	15	11	20	15	18	8	17	15	19	32	30	27	25	14	21	23	24	22	13
4	13	14	4	12	16	5	18	19	8	9	22	25	22	9	7	20	17	2	16	12	19	16	17	7	18	16	20	31	29	28	26	13	22	24	23	21	14
12	2	13	13	4	2	15	6	2	2	7	9	22	27	21	10	7	19	17	5	16	17	16	19	31	30	28	26	14	22	23	24	21	13	25	27	29	31
11	1	14	14	3	1	16	5	1	1	8	10	21	28	22	9	8	20	18	6	15	18	15	20	32	29	27	25	13	21	24	23	22	14	26	28	30	32
16	11	3	14	13	4	11	2	6	17	20	7	10	22	29	21	9	8	19	18	6	13	2	12	16	5	18	19	7	9	22	21	21	10	7	19	18	5
15	12	4	13	14	3	12	1	5	18	19	8	9	21	30	22	10	7	20	17	5	14	1	11	15	6	17	20	8	10	21	22	22	9	8	20	17	6
6	15	11	3	14	13	4	12	15	6	17	20	8	9	22	31	21	9	7	20	18	9	8	19	18	5	16	12	4	13	14	3	11	15	6	18	20	8
5	16	12	4	13	14	3	11	16	5	18	19	7	10	21	32	22	10	8	19	17	10	7	20	17	6	15	11	3	14	13	4	12	16	5	17	19	7
17	5	16	12	3	14	1	3	11	15	5	17	20	7	10	22	2	21	10	2	19	3	14	13	4	12	16	6	17	19	8	9	21	26	22	9	7	20
18	6	15	11	4	13	2	4	12	16	6	18	19	8	9	21	1	22	9	1	20	4	13	14	3	11	15	5	18	20	7	10	22	25	21	10	8	19
19	17	1	16	12	4	1	13	3	11	16	5	18	19	7	10	21	4	21	10	7	20	7	10	21	10	22	9	8	20	17	6	16	11	3	13	14	4
20	18	2	15	11	3	2	14	4	12	15	6	17	20	8	9	22	3	22	9	8	19	8	9	22	9	21	10	7	19	18	5	15	12	4	14	13	3
8	20	17	6	16	2	4	13	13	4	12	15	6	17	20	8	9	22	6	21	2	19	31	30	28	25	14	21	23	23	21	13	26	28	29	31	19	15
7	19	18	5	15	1	3	14	14	3	11	16	5	18	19	7	10	21	5	22	1	20	32	29	27	26	13	22	24	24	22	14	25	27	30	32	20	16
9	8	20	18	6	16	12	4	13	13	3	11	15	5	18	19	7	10	22	7	21	27	25	13	21	23	24	22	13	26	27	30	31	19	15	18	31	17
10	7	19	17	5	15	11	3	14	14	4	12	16	6	17	20	8	9	21	8	22	28	26	14	22	24	23	21	14	25	28	29	32	20	16	17	32	18
21	9	7	19	18	5	15	12	4	13	14	3	12	15	5	17	20	8	10	22	9	10	24	25	32	28	2	13	11	27	31	25	1	9	29	8	6	4
22	10	8	20	17	6	16	11	3	14	13	4	11	16	6	18	19	7	9	21	10	9	23	26	31	27	1	14	12	28	32	26	2	10	30	7	5	3
1	18	15	20	31	30	27	26	14	21	23	2	22	14	26	27	30	32	20	15	17	1	22	10	1	20	18	6	2	11	3	13	13	3	11	15	6	17
2	17	16	19	32	29	28	25	13	22	24	1	21	13	25	28	29	31	19	16	18	2	21	9	2	19	17	5	1	12	4	14	14	4	12	16	5	18
18	4	18	15	20	31	29	27	26	13	2	2	24	21	13	25	28	29	32	19	16	23	10	30	2	5	4	4	5	8	29	9	2	1	31	28	12	2
17	3	17	16	19	32	30	28	25	14	1	1	23	22	14	26	27	30	31	20	15	24	9	29	1	6	3	3	6	7	30	10	1	2	32	27	11	1
16	17	6	18	16	20	32	29	28	26	13	21	24	23	21	13	25	27	30	31	19	28	11	5	11	28	32	25	24	10	30	7	6	3	4	6	8	30
15	18	5	17	15	19	31	30	27	25	14	22	23	24	22	14	26	28	29	32	20	27	12	6	12	27	31	26	23	9	29	8	5	4	3	5	7	29
19	16	18	7	18	16	20	32	29	27	26	13	21	23	24	22	13	26	28	29	31	15	5	18	19	8	10	21	16	22	10	8	19	17	6	15	11	3
20	15	17	8	17	15	19	31	30	28	25	14	22	24	23	21	14	25	27	30	32	16	6	17	20	7	9	22	15	21	9	7	20	18	5	16	12	4
31	20	15	18	10	17	16	20	31	29	27	25	13	21	23	23	21	14	26	28	30	15	17	6	17	16	19	31	29	27	26	14	21	24	24	22	13	26
32	19	16	17	9	18	15	19	32	30	28	26	14	22	24	24	22	13	25	27	29	16	18	5	18	15	20	32	30	28	25	13	22	23	23	21	14	25
29	31	19	15	17	12	18	1	20	32	29	28	2	14	22	24	24	21	13	25	27	25	13	22	24	23	22	1	26	27	30	32	19	16	17	29	18	15
30	32	20	16	18	11	17	2	19	31	30	27	1	13	21	23	23	22	14	26	28	26	14	21	23	24	21	2	25	28	29	31	20	15	18	30	17	16
28	30	31	19	16	17	13	17	15	1	32	29	28	26	13	22	24	24	21	13	25	26	32	27	12	9	1	28	31	26	23	10	30	8	5	4	4	5
27	29	32	20	15	18	14	18	16	2	31	30	27	25	14	21	23	23	22	14	26	25	31	28	11	10	2	27	32	25	24	9	29	7	6	3	3	6
25	28	29	32	20	16	18	15	1	16	19	32	29	2	26	14	21	24	23	22	14	24	23	21	13	25	28	29	32	19	16	18	23	18	16	19	1	30
26	27	30	31	19	15	17	16	2	15	20	31	30	1	25	13	22	23	24	21	13	23	24	22	14	26	27	30	31	20	15	17	24	17	15	20	2	29
14	26	27	29	31	19	16	18	17	18	15	20	31	29	28	25	14	22	24	23	21	32	30	27	25	14	22	24	24	22	13	25	28	29	32	19	15	18
13	25	28	30	32	20	15	17	18	17	16	19	32	30	27	26	13	21	23	24	22	31	29	28	26	13	21	23	23	21	14	26	27	30	31	20	16	17
22	14	25	27	29	31	19	2	1	20	18	16	19	31	2	27	25	13	21	23	24	5	16	11	4	13	14	3	11	15	6	17	19	7	10	22	31	22
21	13	26	28	30	32	20	1	2	19	17	15	20	32	1	28	26	14	22	24	23	6	15	12	3	14	13	4	12	16	5	18	20	8	9	21	32	21
23	22	14	25	28	30	32	20	16	18	22	18	16	19	31	29	27	26	13	21	23	3	2	1	2	30	9	23	25	32	27	11	23	12	1	32	25	23
24	21	13	26	27	29	31	19	15	17	21	17	15	20	32	30	28	25	14	22	24	4	1	2	1	29	10	24	26	31	28	12	24	11	2	31	26	24
24	24	22	14	26	28	30	32	20	15	17	23	18	16	19	2	29	28	25	13	22	32	27	11	7	11	28	31	25	23	9	30	8	6	4	3	6	7
23	23	21	13	25	27	29	31	19	16	18	24	17	15	20	1	30	27	26	14	21	31	28	12	8	12	27	32	26	24	10	29	7	5	3	4	5	8
21	24	23	22	13	25	28	29	31	1	16	18	26	18	15	20	31	30	28	26	14	12	16	2	18	20	8	10	22	17	21	9	7	19	17	5	15	12
22	23	24	21	14	26	27	30	32	2	15	17	25	17	16	19	32	29	27	25	13	11	15	1	17	19	7	9	21	18	22	10	8	20	18	6	16	11
13	21	23	23	21	14	26	28	30	32	19	15	17	27	17	15	19	31	29	27	26	5	2	3	6	8	30	9	24	26	31	27	11	25	11	28	2	26
14	22	24	24	22	13	25	27	29	31	20	16	18	28	18	16	20	32	30	28	25	6	1	4	5	7	29	10	23	25	32	28	12	26	12	27	1	25
26	13	22	23	24	22	1	26	27	29	31	19	15	17	30	17	16	20	32	30	28	7	19	18	5	15	1	3	14	13	4	11	15	5	17	19	8	10
25	14	21	24	23	21	2	25	28	30	32	20	16	18	29	18	15	19	31	29	27	8	20	17	6	16	2	4	13	14	3	12	16	6	18	20	7	9
28	26	14	21	24	24	21	13	25	28	29	32	19	15	17	32	17	16	19	32	29	1	11	28	31	26	24	10	29	8	5	3	3	6	8	1	9	24
27	25	13	22	23	23	22	14	26	27	30	31	20	16	18	31	18	15	20	31	30	2	12	27	32	25	23	9	30	7	6	4	4	5	7	2	10	23
30	28	25	14	22	23	24	22	14	26	28	29	32	19	15	17	1	17	15	19	31	27	30	32	20	16	17	14	17	16	2	32	29	28	25	14	22	24
29	27	26	13	21	24	23	21	13	25	27	30	31	20	16	18	2	18	16	20	32	28	29	31	19	15	18	13	18	15	1	31	30	27	26	13	21	23
31	30	28	26	14	21	23	24	22	14	25	28	30	32	19	15	17	4	17	15	19	10	30	8	5	4	4	5	7	29	10	23	26	32	1	11	31	12
32	29	27	25	13	22	24	23	21	13	26	27	29	31	20	16	18	3	18	16	20	9	29	7	6	3	3	6	8	30	9	24	25	31	2	12	32	11
19	31	29	27	26	14	21	23	24	22	14	25	27	29	32	20	15	18	5	18	15	22	10	8	20	18	5	16	12	4	14	13	4	12	15	6	17	19
20	32	30	28	25	13	22	24	23	21	13	26	28	30	31	19	16	17	6	17	16	21	9	7	19	17	6	15	11	3	13	14	3	11	16	5	18	20
16	19	31	29	27	26	2	21	23	23	2	14	1	2	1	1	19	16	18	8	18	10	22	6	21	2	8	20	17	6	15	11	4	13	14	3	11	15
15	20	32	30	28	25	1	22	24	24	1	13	2	1	2	2	20	15	17	7	17	9	21	5	22	1	7	19	18	5	16	12	3	14	13	4	12	16
17	15	19	31	30	27	25	13	21	24	23	21	14	25	27	30	32	20	15	17	10	2	4	6	7	9	11	13	16	17	19	21	23	25	28	30	31	2
18	16	20	32	29	28	26	14	22	23	24	22	13	26	28	29	31	19	16	18	9	1	3	5	8	10	12	14	15	18	20	22	24	26	27	29	32	1
